,unit_key,อำเภอ,ตำบล,หน่วย,รายการ,คะแนน
636,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_11,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,6,เห็นชอบ,57
637,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_11,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,6,ไม่เห็นชอบ,79
638,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_11,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,6,ไม่แสดงความคิดเห็น,9
639,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_13,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,7,เห็นชอบ,120
640,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_13,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,7,ไม่เห็นชอบ,91
641,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_13,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,7,ไม่แสดงความคิดเห็น,26
642,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_15,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,8,เห็นชอบ,69
643,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_15,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,8,ไม่เห็นชอบ,66
644,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_15,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,8,ไม่แสดงความคิดเห็น,21
645,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_17,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,9,เห็นชอบ,136
646,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_17,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,9,ไม่เห็นชอบ,63
647,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_17,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,9,ไม่แสดงความคิดเห็น,19
648,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_19,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,10,เห็นชอบ,128
649,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_19,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,10,ไม่เห็นชอบ,104
650,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_19,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,10,ไม่แสดงความคิดเห็น,16
651,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_21,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,11,เห็นชอบ,57
652,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_21,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,11,ไม่เห็นชอบ,93
653,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_21,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,11,ไม่แสดงความคิดเห็น,10
654,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_23,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,12,เห็นชอบ,92
655,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_23,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,12,ไม่เห็นชอบ,70
656,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_23,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,12,ไม่แสดงความคิดเห็น,14
657,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_25,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,13,เห็นชอบ,82
658,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_25,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,13,ไม่เห็นชอบ,73
659,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_25,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,13,ไม่แสดงความคิดเห็น,0
660,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_27,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,14,เห็นชอบ,123
661,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_27,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,14,ไม่เห็นชอบ,51
662,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_27,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,14,ไม่แสดงความคิดเห็น,14
663,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_29,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,15,เห็นชอบ,94
664,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_29,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,15,ไม่เห็นชอบ,177
665,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_29,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,15,ไม่แสดงความคิดเห็น,28
666,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_31,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,16,เห็นชอบ,63
667,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_31,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,16,ไม่เห็นชอบ,69
668,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_31,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,16,ไม่แสดงความคิดเห็น,10
669,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_33,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,17,เห็นชอบ,86
670,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_33,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,17,ไม่เห็นชอบ,55
671,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_33,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,17,ไม่แสดงความคิดเห็น,12
672,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_35,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,18,เห็นชอบ,109
673,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_35,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,18,ไม่เห็นชอบ,78
674,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_35,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,18,ไม่แสดงความคิดเห็น,8
675,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_37,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,19,เห็นชอบ,96
676,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_37,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,19,ไม่เห็นชอบ,66
677,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลลุมปุ๊ก_37,อำเภอเมืองบุรีรัมย์,ตำบลลุมปุ๊ก,19,ไม่แสดงความคิดเห็น,26
678,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_1,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,1,เห็นชอบ,139
679,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_1,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,1,ไม่เห็นชอบ,137
680,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_1,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,1,ไม่แสดงความคิดเห็น,10
681,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_3,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,2,เห็นชอบ,940
682,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_3,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,2,ไม่เห็นชอบ,907
683,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_3,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,2,ไม่แสดงความคิดเห็น,29
684,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_5,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,3,เห็นชอบ,175
685,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_5,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,3,ไม่เห็นชอบ,177
686,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_5,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,3,ไม่แสดงความคิดเห็น,34
687,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_7,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,4,เห็นชอบ,139
688,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_7,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,4,ไม่เห็นชอบ,115
689,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_7,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,4,ไม่แสดงความคิดเห็น,22
690,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_9,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,5,เห็นชอบ,169
691,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_9,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,5,ไม่เห็นชอบ,163
692,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_9,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,5,ไม่แสดงความคิดเห็น,51
693,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_11,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,6,เห็นชอบ,87
694,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_11,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,6,ไม่เห็นชอบ,65
695,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_11,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,6,ไม่แสดงความคิดเห็น,9
696,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_13,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,7,เห็นชอบ,112
697,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_13,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,7,ไม่เห็นชอบ,158
698,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_13,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,7,ไม่แสดงความคิดเห็น,24
699,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_15,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,8,เห็นชอบ,130
700,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_15,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,8,ไม่เห็นชอบ,587
701,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_15,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,8,ไม่แสดงความคิดเห็น,24
702,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_17,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,9,เห็นชอบ,159
703,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_17,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,9,ไม่เห็นชอบ,136
704,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_17,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,9,ไม่แสดงความคิดเห็น,17
705,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_19,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,10,เห็นชอบ,243
706,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_19,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,10,ไม่เห็นชอบ,84
707,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_19,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,10,ไม่แสดงความคิดเห็น,17
708,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_21,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,11,เห็นชอบ,124
709,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_21,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,11,ไม่เห็นชอบ,143
710,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_21,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,11,ไม่แสดงความคิดเห็น,48
711,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_23,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,12,เห็นชอบ,125
712,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_23,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,12,ไม่เห็นชอบ,93
713,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_23,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,12,ไม่แสดงความคิดเห็น,15
714,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_25,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,13,เห็นชอบ,947
715,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_25,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,13,ไม่เห็นชอบ,134
716,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_25,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,13,ไม่แสดงความคิดเห็น,44
717,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_27,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,14,เห็นชอบ,80
718,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_27,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,14,ไม่เห็นชอบ,91
719,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_27,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,14,ไม่แสดงความคิดเห็น,27
720,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_29,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,15,เห็นชอบ,87
721,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_29,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,15,ไม่เห็นชอบ,58
722,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_29,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,15,ไม่แสดงความคิดเห็น,12
723,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_31,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,16,เห็นชอบ,238
724,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_31,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,16,ไม่เห็นชอบ,131
725,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_31,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,16,ไม่แสดงความคิดเห็น,50
726,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_33,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,17,เห็นชอบ,81
727,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_33,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,17,ไม่เห็นชอบ,50
728,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_33,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,17,ไม่แสดงความคิดเห็น,11
729,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_35,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,18,เห็นชอบ,72
730,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_35,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,18,ไม่เห็นชอบ,73
731,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_35,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,18,ไม่แสดงความคิดเห็น,15
732,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_37,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,19,เห็นชอบ,97
733,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_37,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,19,ไม่เห็นชอบ,169
734,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_37,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,19,ไม่แสดงความคิดเห็น,12
735,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_39,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,20,เห็นชอบ,143
736,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_39,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,20,ไม่เห็นชอบ,111
737,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_39,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,20,ไม่แสดงความคิดเห็น,13
738,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_41,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,21,เห็นชอบ,93
739,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_41,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,21,ไม่เห็นชอบ,60
740,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_41,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,21,ไม่แสดงความคิดเห็น,12
741,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_43,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,22,เห็นชอบ,98
742,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_43,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,22,ไม่เห็นชอบ,91
743,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_43,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,22,ไม่แสดงความคิดเห็น,18
744,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_45,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,23,เห็นชอบ,78
745,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_45,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,23,ไม่เห็นชอบ,118
746,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_45,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,23,ไม่แสดงความคิดเห็น,21
747,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_47,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,24,เห็นชอบ,96
748,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_47,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,24,ไม่เห็นชอบ,94
749,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลสะแกโพรง_47,อำเภอเมืองบุรีรัมย์,ตำบลสะแกโพรง,24,ไม่แสดงความคิดเห็น,18
750,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_1,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,1,เห็นชอบ,144
751,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_1,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,1,ไม่เห็นชอบ,79
752,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_1,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,1,ไม่แสดงความคิดเห็น,39
753,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_3,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,2,เห็นชอบ,150
754,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_3,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,2,ไม่เห็นชอบ,121
755,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_3,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,2,ไม่แสดงความคิดเห็น,33
756,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_5,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,3,เห็นชอบ,161
757,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_5,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,3,ไม่เห็นชอบ,90
758,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_5,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,3,ไม่แสดงความคิดเห็น,38
759,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_7,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,4,เห็นชอบ,216
760,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_7,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,4,ไม่เห็นชอบ,123
761,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_7,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,4,ไม่แสดงความคิดเห็น,35
762,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_9,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,5,เห็นชอบ,97
763,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_9,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,5,ไม่เห็นชอบ,22
764,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_9,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,5,ไม่แสดงความคิดเห็น,0
765,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_11,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,6,เห็นชอบ,122
766,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_11,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,6,ไม่เห็นชอบ,68
767,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_11,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,6,ไม่แสดงความคิดเห็น,17
768,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_13,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,7,เห็นชอบ,105
769,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_13,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,7,ไม่เห็นชอบ,124
770,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_13,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,7,ไม่แสดงความคิดเห็น,40
771,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_15,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,8,เห็นชอบ,106
772,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_15,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,8,ไม่เห็นชอบ,65
773,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_15,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,8,ไม่แสดงความคิดเห็น,17
774,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_17,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,9,เห็นชอบ,154
775,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_17,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,9,ไม่เห็นชอบ,133
776,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_17,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,9,ไม่แสดงความคิดเห็น,26
777,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_19,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,10,เห็นชอบ,221
778,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_19,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,10,ไม่เห็นชอบ,117
779,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_19,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,10,ไม่แสดงความคิดเห็น,44
780,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_21,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,11,เห็นชอบ,140
781,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_21,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,11,ไม่เห็นชอบ,88
782,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_21,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,11,ไม่แสดงความคิดเห็น,18
783,referendum/inside/อำเภอเมืองบุรีรัมย์/ตำบลหนองตาด_23,อำเภอเมืองบุรีรัมย์,ตำบลหนองตาด,12,เห็นชอบ,103
